id,lat,lon,nombre,tipo,street_count,direccion
528223368,14.5940711,-90.5197253,Interseccion_154,interseccion,1,"2a Calle, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
528223370,14.5932066,-90.5184052,Interseccion_155,interseccion,3,"Avenida Las Américas, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
528223778,14.5902703,-90.5204885,Interseccion_156,interseccion,3,"6a Calle, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
603170052,14.6030082,-90.5281122,Interseccion_157,interseccion,3,"6a Avenida, Pamplona, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
603170062,14.6029872,-90.5277265,Interseccion_158,interseccion,3,"Calle Montúfar, Pamplona, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
603170063,14.6029254,-90.5275028,Interseccion_159,interseccion,3,"Diagonal 12, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
603170069,14.6043383,-90.5288355,Interseccion_160,interseccion,3,"Boulevard Liberación, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
603170084,14.6038617,-90.5286963,Interseccion_161,interseccion,3,"Boulevard Liberación, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
603170113,14.6026909,-90.5273988,Interseccion_162,interseccion,3,"Boulevard Liberación, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
611744650,14.5892156,-90.52214,Interseccion_163,interseccion,1,"8a Calle, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
611873524,14.5870418,-90.5198004,Interseccion_164,interseccion,3,"9a Calle, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
616286902,14.6001558,-90.5200286,Interseccion_165,interseccion,3,"6a Avenida A, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
631824855,14.6002052,-90.5203079,Interseccion_166,interseccion,3,"13 Calle, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
631824894,14.5858107,-90.521526,Interseccion_167,interseccion,3,"11 Calle, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
631825279,14.5947731,-90.5191921,Interseccion_168,interseccion,3,"Boulevard Liberación, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
631825286,14.5950973,-90.5185593,Interseccion_169,interseccion,3,"Boulevard Liberación, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
708248852,14.6032356,-90.5283702,Interseccion_170,interseccion,3,"Boulevard Liberación, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
726943232,14.5988519,-90.5224885,Interseccion_171,interseccion,4,"14 Calle, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
754617198,14.5936904,-90.5211145,Interseccion_172,interseccion,1,"3a Calle, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
790843467,14.6004119,-90.521455,Interseccion_173,interseccion,3,"5a Avenida A, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
808125500,14.603672,-90.5246961,Interseccion_174,interseccion,4,"2a Avenida, Cantón Tivoli, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
808125566,14.6024437,-90.5249366,Interseccion_175,interseccion,3,"2a Avenida, Cantón Tivoli, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
956415284,14.6002851,-90.5207586,Interseccion_176,interseccion,4,"13 Calle, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
957679530,14.5938041,-90.5215282,Interseccion_177,interseccion,4,"3a Calle, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
957679548,14.588011,-90.5231566,Interseccion_178,interseccion,3,"Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
990336857,14.5982719,-90.5193222,Interseccion_179,interseccion,4,"7a Avenida, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
990336926,14.6014417,-90.5200749,Interseccion_180,interseccion,3,"6a Avenida A, Cantón Tivoli, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
1507538281,14.5997897,-90.5165761,Interseccion_181,interseccion,4,"13 Calle, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
1507538284,14.5997533,-90.5168805,Interseccion_182,interseccion,4,"Avenida Reforma, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
1909301998,14.6032526,-90.5223161,Interseccion_183,interseccion,3,"11 Calle, Cantón Tivoli, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
1909302002,14.6020007,-90.5225497,Interseccion_184,interseccion,3,"4a Avenida A, Cantón Tivoli, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
1909302010,14.6028086,-90.5198172,Interseccion_185,interseccion,3,"11 Calle, Cantón Tivoli, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
1909302012,14.6015551,-90.5200535,Interseccion_186,interseccion,3,"Calle Montúfar, Cantón Tivoli, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
1963135143,14.597214,-90.5209109,Interseccion_187,interseccion,1,"6a Avenida A, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
1972994298,14.6040476,-90.5268278,Interseccion_188,interseccion,3,"0 Avenida A, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
1972994302,14.6028365,-90.527043,Interseccion_189,interseccion,3,"0 Avenida A, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
2026383064,14.599978,-90.5190238,Interseccion_190,interseccion,4,"7a Avenida, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
2026383067,14.5962263,-90.5197418,Interseccion_191,interseccion,3,"7a Avenida, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
2054782996,14.5949548,-90.517327,Interseccion_192,interseccion,3,"Avenida Reforma, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
2456948630,14.5938258,-90.5191811,Interseccion_193,interseccion,3,"2a Calle, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
3820014867,14.5917117,-90.5193561,Interseccion_194,interseccion,3,"5a Calle, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
3820014868,14.5918088,-90.5193154,Interseccion_195,interseccion,3,"5a Calle, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
3820014869,14.5914396,-90.5192972,Interseccion_196,interseccion,3,"Avenida Las Américas, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
3820014887,14.5888778,-90.51959,Interseccion_197,interseccion,3,"Avenida Las Américas, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
3820122586,14.6010068,-90.5167606,Interseccion_198,interseccion,4,"Avenida Reforma, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
3820122587,14.600789,-90.5166777,Interseccion_199,interseccion,3,"Avenida Reforma, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
3820122589,14.6011822,-90.5163247,Interseccion_200,interseccion,4,"Avenida Reforma, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
3820122590,14.6010884,-90.5163396,Interseccion_201,interseccion,4,"Avenida Reforma, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
3820122597,14.5985202,-90.5206763,Interseccion_202,interseccion,3,"14 Calle, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
3834877532,14.5834295,-90.5216413,Interseccion_203,interseccion,3,"Avenida Las Américas, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
3834877533,14.5834847,-90.5216264,Interseccion_204,interseccion,3,"14 Calle, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
3834877538,14.5833483,-90.5211565,Interseccion_205,interseccion,3,"Avenida Las Américas, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
3834877579,14.589161,-90.5185107,Interseccion_206,interseccion,1,"6a Calle, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
3835760559,14.6000986,-90.5165179,Interseccion_207,interseccion,3,"Avenida Reforma, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
3835760560,14.6003021,-90.5163509,Interseccion_208,interseccion,3,"Avenida Reforma, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
3835760570,14.5992027,-90.5171114,Interseccion_209,interseccion,3,"Avenida Reforma, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
3835760571,14.5989333,-90.5170412,Interseccion_210,interseccion,3,"Avenida Reforma, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
4010444728,14.6011033,-90.5182183,Interseccion_211,interseccion,4,"Plaza España, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
4010448614,14.6010614,-90.5260637,Interseccion_212,interseccion,3,"Boulevard Liberación, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
4010448618,14.6011838,-90.5257657,Interseccion_213,interseccion,3,"13 Calle, Cantón Tivoli, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
4026495402,14.6019579,-90.5164468,Interseccion_214,interseccion,3,"Avenida Reforma, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
4026532935,14.5987988,-90.5171834,Interseccion_215,interseccion,3,"Avenida Reforma, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
4026532936,14.5985535,-90.517119,Interseccion_216,interseccion,3,"Avenida Reforma, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
4029058302,14.5971056,-90.5170765,Interseccion_217,interseccion,4,"15 Calle, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
4029076273,14.595554,-90.5172713,Interseccion_218,interseccion,3,"Avenida Reforma, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
4029076274,14.597495,-90.5170049,Interseccion_219,interseccion,3,"Avenida Reforma, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
4029076275,14.5977357,-90.5168419,Interseccion_220,interseccion,3,"Avenida Reforma, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
4038754533,14.587155,-90.5222126,Interseccion_221,interseccion,3,"15 Avenida, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
4038754534,14.5871239,-90.5221131,Interseccion_222,interseccion,3,"15 Avenida, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
4066825507,14.594632,-90.5185914,Interseccion_223,interseccion,3,"Boulevard Liberación, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
4066829230,14.5961908,-90.5213584,Interseccion_224,interseccion,3,"Boulevard Liberación, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
4066848948,14.593902,-90.51746,Interseccion_225,interseccion,3,"Plaza Obelisco, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
4066848949,14.5940627,-90.5173696,Interseccion_226,interseccion,3,"Plaza Obelisco, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
4066880398,14.6027006,-90.5279372,Interseccion_227,interseccion,3,"7a Avenida, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
4066895530,14.6042353,-90.5286111,Interseccion_228,interseccion,3,"Avenida La Castellana, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
4072279948,14.6012987,-90.5264426,Interseccion_229,interseccion,3,"Boulevard Liberación, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
4087230806,14.6005449,-90.5221853,Interseccion_230,interseccion,4,"13 Calle, Cantón Tivoli, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
4100532182,14.5889436,-90.5201325,Interseccion_231,interseccion,3,"Avenida Las Américas, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
4398381662,14.5906255,-90.5190248,Interseccion_232,interseccion,3,"5a Calle, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
4696504125,14.5969154,-90.5182475,Interseccion_233,interseccion,1,"15 Calle A, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
4696504126,14.5967867,-90.5175589,Interseccion_234,interseccion,3,"15 Calle A, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
5397068453,14.5968992,-90.5196008,Interseccion_235,interseccion,3,"7a Avenida, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
5399456164,14.5860469,-90.5214205,Interseccion_236,interseccion,3,"11 Calle, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
5399456167,14.5860817,-90.5223479,Interseccion_237,interseccion,3,"11 Calle, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
5764198882,14.5887787,-90.5210662,Interseccion_238,interseccion,1,"8a Calle, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
6037880180,14.6010169,-90.5166355,Interseccion_239,interseccion,5,"12 Calle, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
6135927153,14.6038145,-90.5286575,Interseccion_240,interseccion,3,"Boulevard Liberación, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
6135927164,14.6039647,-90.5283903,Interseccion_241,interseccion,3,"Diagonal 12, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
6145873709,14.5953268,-90.5207639,Interseccion_242,interseccion,3,"Avenida Hincapié, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
7047606323,14.6006785,-90.5189952,Interseccion_243,interseccion,3,"Plaza España, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
7047752412,14.5979195,-90.5172383,Interseccion_244,interseccion,3,"14 Calle, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
7124905985,14.6042909,-90.5282033,Interseccion_245,interseccion,3,"11 Calle, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
7127559418,14.5985359,-90.5211564,Interseccion_246,interseccion,3,"6a Avenida, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
9152508296,14.5908616,-90.5189307,Interseccion_247,interseccion,3,"Avenida Las Américas, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
9482261012,14.596324,-90.5216878,Interseccion_248,interseccion,3,"6a Avenida, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
9716924055,14.5978729,-90.5212876,Interseccion_249,interseccion,4,"6a Avenida, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
9716924063,14.5968264,-90.519718,Interseccion_250,interseccion,3,"7a Avenida, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
10858926469,14.5960818,-90.5210927,Interseccion_251,interseccion,3,"Boulevard Liberación, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
11098923839,14.5846185,-90.520478,Interseccion_252,interseccion,1,"Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
11098923840,14.5850981,-90.5201702,Interseccion_253,interseccion,1,"Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
11098923841,14.585173,-90.5201242,Interseccion_254,interseccion,3,"Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
11098923842,14.5845673,-90.5205093,Interseccion_255,interseccion,3,"Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
11583024563,14.602024,-90.5161666,Interseccion_256,interseccion,3,"Avenida Reforma, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
11583024564,14.6022433,-90.5159942,Interseccion_257,interseccion,3,"Avenida Reforma, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
11583042385,14.6006574,-90.5188991,Interseccion_258,interseccion,3,"Plaza España, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
11583042405,14.601443,-90.519436,Interseccion_259,interseccion,3,"Plaza España, Cantón Tivoli, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
11653915796,14.6015057,-90.5264371,Interseccion_260,interseccion,3,"Boulevard Liberación, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
11658506367,14.587911,-90.5228173,Interseccion_261,interseccion,1,"Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
11658600807,14.5869316,-90.5227578,Interseccion_262,interseccion,1,"Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
11658600808,14.5865117,-90.5228861,Interseccion_263,interseccion,3,"11 Calle, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
11825678559,14.6030235,-90.5280402,Interseccion_264,interseccion,3,"Calle Montúfar, Pamplona, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
11825812432,14.5950245,-90.5183458,Interseccion_265,interseccion,3,"Avenida Reforma, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
11839402225,14.5950161,-90.518317,Interseccion_266,interseccion,3,"Boulevard Liberación, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
11867040946,14.5857483,-90.5217189,Interseccion_267,interseccion,1,"15 Avenida A, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
11867040947,14.5919149,-90.5190657,Interseccion_268,interseccion,3,"Avenida Las Américas, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
11867040948,14.5916286,-90.5191984,Interseccion_269,interseccion,3,"Avenida Las Américas, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
12079442907,14.5969672,-90.5195873,Interseccion_270,interseccion,3,"7a Avenida, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
12079442910,14.5969264,-90.5196994,Interseccion_271,interseccion,3,"7a Avenida, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
12092704997,14.5863769,-90.5234715,Interseccion_272,interseccion,4,"Avenida Hincapié, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
12092704999,14.5866567,-90.5233359,Interseccion_273,interseccion,4,"Avenida Hincapié, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
12096939657,14.5921216,-90.5200453,Interseccion_274,interseccion,3,"5a Calle, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
12096939658,14.5921734,-90.5199026,Interseccion_275,interseccion,3,"15 Avenida A, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
12106124787,14.5939248,-90.5208421,Interseccion_276,interseccion,1,"Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
12106124788,14.594122,-90.5214212,Interseccion_277,interseccion,3,"Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
12182615081,14.5902065,-90.521459,Interseccion_278,interseccion,1,"Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
12182615083,14.5901861,-90.5213891,Interseccion_279,interseccion,3,"Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
12182615084,14.5902919,-90.5224236,Interseccion_280,interseccion,1,"Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
12182615094,14.5903186,-90.5225124,Interseccion_281,interseccion,3,"Avenida Hincapié, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
12194576841,14.5886679,-90.5190748,Interseccion_282,interseccion,3,"Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
12196993484,14.5897769,-90.5212551,Interseccion_283,interseccion,1,"7a Calle, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
12196993485,14.589433,-90.5213597,Interseccion_284,interseccion,1,"7a Calle A, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
12310652523,14.5881679,-90.5198016,Interseccion_285,interseccion,3,"Avenida Las Américas, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
12318905768,14.5984602,-90.5203539,Interseccion_286,interseccion,3,"14 Calle, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
12636185688,14.5985845,-90.5210224,Interseccion_287,interseccion,3,"14 Calle, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
12636194325,14.5984828,-90.5211674,Interseccion_288,interseccion,3,"6a Avenida, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
13206194903,14.5998922,-90.5185255,Interseccion_289,interseccion,3,"13 Calle, Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
13206194908,14.599107,-90.5185032,Interseccion_290,interseccion,1,"Ciudad de Guatemala, Departamento de Guatemala, Guatemala"
14206194901,14.588834634913587,-90.51968556895415,Parque 14,POI,0,"Avenida Las Americas, Ciudad de Guatemala"
14206194902,14.588239564754598,-90.52036340293212,Pollo Campero Las Americas,POI,0,"Avenida Las Americas, Ciudad de Guatemala"
14206194903,14.594599534676917,-90.51773054408103,Plaza Obelisco,POI,0,"Plaza Obelisco, Ciudad de Guatemala"
14206194904,14.601261843980865,-90.51885094699149,Plaza Espana,POI,0,"Plaza Espana, Ciudad de Guatemala"
14206194905,14.603789292327534,-90.52547044395051,CC Montufar,POI,0,"11 Calle, Canton Tivoli, Ciudad de Guatemala"
14206194906,14.599630372858584,-90.52485236195658,McDonalds Blvd Liberacion,POI,0,"Boulevard Liberacion, Ciudad de Guatemala"
14206194907,14.598758060118497,-90.52415343581889,Shell Aeropuerto,POI,0,"Boulevard Liberacion, Ciudad de Guatemala"
14206194908,14.596072196340891,-90.5216115071577,Reloj de Flores,POI,0,"6a Avenida, Ciudad de Guatemala"
14206194909,14.594438415933247,-90.52026533693522,Hospital Liberacion,POI,0,"15 Avenida, Ciudad de Guatemala"
14206194910,14.589571718962874,-90.52155848419153,SIB Superintendencia de Bancos,POI,0,"7a Calle A, Ciudad de Guatemala"
14206194911,14.582998666360206,-90.52124429927272,Interseccion_Sur,interseccion,2,"Avenida Las Americas, Ciudad de Guatemala"
14206194912,14.588709432460064,-90.51974192941503,Acceso_Parque14,interseccion,2,"Avenida Las Americas, Ciudad de Guatemala"
14206194913,14.588262408325914,-90.52031037876694,Acceso_PolloCampero,interseccion,2,"Avenida Las Americas, Ciudad de Guatemala"
14206194914,14.586723427036592,-90.52359225964447,Acceso_SIB,interseccion,2,"Avenida Hincapie, Ciudad de Guatemala"
14206194915,14.595050278108047,-90.5176380153815,Acceso_PlazaObelisco,interseccion,2,"Plaza Obelisco, Ciudad de Guatemala"
14206194916,14.599647989435104,-90.52492869881988,Acceso_McDonalds,interseccion,2,"Boulevard Liberacion, Ciudad de Guatemala"
14206194917,14.598777677044083,-90.52416533507473,Acceso_ShellAeropuerto,interseccion,2,"Boulevard Liberacion, Ciudad de Guatemala"
14206194918,14.601089723203392,-90.51817045894538,Acceso_PlazaEspana,interseccion,2,"Plaza Espana, Ciudad de Guatemala"
14206194919,14.59436151363111,-90.52025566111371,Acceso_Hospital,interseccion,2,"15 Avenida, Ciudad de Guatemala"
14206194920,14.596126038312118,-90.52177180198571,Acceso_RelojFlores,interseccion,2,"6a Avenida, Ciudad de Guatemala"
14206194921,14.60377655574219,-90.52538655426449,Acceso_CCMontufar,interseccion,2,"11 Calle, Canton Tivoli, Ciudad de Guatemala"
14206194922,14.598772178795187,-90.52417719642942,Nodo_Shell_Calle,interseccion,2,"Boulevard Liberacion, Ciudad de Guatemala"
